ID,Japanese,English,Chinese,EnglishCensored,Korean,German
201,,"È trrrrrroppo rumoroso fuori! Quei
Digimon non smettono di combattersi.
Vai a dirgli di smetterla. Ho paura...","吵死了、吵死了－－！　外頭好吵啊！
都是那些腦充血的數碼寶貝的打鬥害的
我太害怕了不敢去，你去警告它們吧。",,"시끄러, 시끄러워어어! 바깥이 소란스러워!
텁수룩한 디지몬끼리 싸우는 탓이야.
주의를 주러 와 줘. 나는 무서우니까 무리.","Es ist zu laut da draußen! Die Digimon
hören nicht auf zu kämpfen. Sag ihnen,
sie sollen aufhören. Ich habe Angst ..."
202,,"Cliente: Persona Priva di Sonno
Luogo: Shinjuku","【委託人】睡眠不足的人
【所在地】新宿",,"【의뢰인】수면이 부족한 사람
【장소】신주쿠","Klient: Übermüdete Person
Ort: Shinjuku"
203,,Dì loro di fermarsi,警告在新宿胡鬧的數碼寶貝們,,신주쿠에서 날뛰는 디지몬들을 주의하라.,Für Ruhe sorgen
204,,Persuadi altri due,再次說服兩隻數碼寶貝,,다시 한번 두 마리를 설득해보자.,Noch zwei überzeugen
220,,Cercasi Disperatamente Baby-sitter,募集擔任褓姆的兼職人員！,,아이 보기 알바 모집 중,Babysitter dringend gesucht
221,,"Ci serve un babysitter!
Abbiamo bisogno che tu giochi con i bambini.
Vuoi provarci?","這是一份要照顧小孩的兼職工作！
希望你能陪孩子盡情地玩耍
你想試試看對吧？　對吧？",,"아이를 봐주는 아르바이트다!
실컷 놀아줬으면 해.
해보고 싶지? 그렇지?","Wir brauchen einen Babysitter!
Du musst mit den Kindern spielen.
Willst du es probieren?"
222,,"Cliente: Impmon
Luogo: Broadway 3F","【委託人】小妖獸
【所在地】百老匯3F",,"【의뢰인】임프몬
【장소】브로드웨이 3F","Klient: Impmon
Ort: Broadway – 3. Stock"
223,,Inizia al Broadway 3F,從BW3F某處前往委託人的所在地,,BW 3F 어딘가에서 의뢰인이 있는 곳으로 가자.,Start: Broadway 3. St.
240,,Due Facce,表裡兩面,,표면상의 얼굴과 뒷면의 얼굴,Zwei Gesichter
241,,"Il mio Digimon è fuori controllo in questo
mondo e non lascia in pace gli umani!
Riportamelo indietro così posso sgridarlo!","惡魔獸的惡行沒有停止的跡象
來到這個世界以後，它也對人類出手了！
我會好好勸誡它的，你能幫我把它帶過來嗎？",,"데블몬의 악행이 멈추질 않는다.
이 세계에 오고나선 인간에게도 손을 댔어!
설득해서 데려와주지 않겠나?","Mein Digimon dreht in dieser Welt durch
und lässt die Menschen nicht in Ruhe!
Hol es zurück, dann schimpfe ich es aus!"
242,,"Cliente: Angemon
Luogo: Akihabara","【委託人】天使獸
【所在地】秋葉原",,"【의뢰인】엔젤몬
【장소】아키하바라","Klient: Angemon
Ort: Akihabara"
243,,Trova il Digimon,尋找徘徊在某條街上的惡魔獸,,어떤 거리에 있는 데블몬을 찾자.,Das Digimon finden
260,,Il giocatore numero 1!,最強的玩家！,,최강의 게이머!,Der beste Gamer!
261,,"Voglio che tu dia un'occhiata al tipo che mi ha
sottratto il titolo di campione al Top Grappler.
Quel tipo è un imbroglione!?","現今最熱門的格鬥遊戲「摔角生死鬥」
幫我調查奪取我最強寶座位置的男人
最近才冒出的，強成那樣……不是作弊嗎？",,"지금 인기 격투 게임「TOP 그래플러」
여기서 내 최강의 칭호를 뺏은 남자의 조사를 부탁해.
최근 나타난 그 강함… 치트 아냐?","Sieh dir den Kerl an, der mir den
Meistertitel in Top Grappler abgenommen
hat. Ist er ein Betrüger?"
262,,"Cliente: Giocatore Ossessionato dalla Classifica
Luogo: Nakano TRF, Broadway 4F","【委託人】執著於最強的遊戲玩家
【所在地】百老匯4F‧中野TRF",,"【의뢰인】최강에 집착하는 게이머
【장소】브로드웨이 4F, 나카노TRF","Klient: Ehrgeiziger Gamer
Ort: Nakano TRF, Broadway – 4. Stock"
263,,Accedi al gioco,在中野TRF裡登入遊戲,,나카노TRF에서 게임에 접속해보자.,Das Spiel betreten
264,,Cerca nel gioco,調查遊戲內部,,게임 속을 조사해보자.,Im Spiel suchen
265,,Riferisci al cliente,向委託人報告,,의뢰인에게 보고하자.,Mit Klient sprechen
280,,Un Caso Cinematografico Diabolico,拍攝電影反派角色的委託,,영화 촬영의 악역 의뢰,Ein filmreifer Fall
281,,"Un cliente viene punito per aver accettato
ruoli cinematografici! Per favore, fermate
questo prima che la situazione peggiori!","朋友們接到演出電影反派角色的委託
因而心生不滿，決定要教訓委託人！
你能不能在事情鬧得更大之前阻止它們呢？",,"친구들에게 영화 출연 의뢰가 왔어. 악역으로.
그게 열받아서 의뢰주를 응징하겠다네!
위험해지기 전에 막아주지 않을래?","Ein Klient wird für seine Filmrollen
bestraft! Mach dem ein Ende, bevor es
richtig übel wird!"
282,,"Cliente: Sakuyamon
Luogo: Broadway 3F","【委託人】沙古牙獸
【所在地】百老匯3F",,"【의뢰인】샤크라몬
【장소】브로드웨이 3F","Klient: Sakuyamon
Ort: Broadway – 3. Stock"
283,,Inizia a Broadway 3F,從BW3F某處前往委託人的所在地,,BW 3층에서 의뢰인이 있는 곳으로 향하자.,Start: Broadway 3. St.
284,,Vai nello Spazio Digitale,前往數碼空間的深處,,디지털 스페이스의 안쪽으로 향하자.,In den Digitalraum
285,,Combatti Justimon,接受來自裁決獸的挑戰,,저스티몬의 승부를 받아들이자.,Justimon bekämpfen
300,,Vanto Costante,自吹自擂也該適可而止,,자랑도 적당히,Dauerprahlen
301,,"BanchoLeomon non smetterà di vantarsi! Il mio
amico mi aveva avvertito... Qualcuno,
per favore, faccia smettere BanchoLeomon!","我的朋友找我商量
說番長獅子獸一吹噓起來就沒完沒了
有沒有人可以阻止它呀？",,"나도 친구한테 전해들은 이야기지만
반쵸레오몬의 자랑 이야기가 너무 길대.
누군가 막아줄 사람 없어―?","BanchoLeomon hört nicht auf anzugeben!
Mein Freund hat mich gewarnt ...
Irgendwer muss BanchoLeomon aufhalten!"
302,,"Cliente: Betamon
Luogo: Akihabara","【委託人】比特獸
【所在地】秋葉原",,"【의뢰인】베타몬
【장소】아키하바라","Klient: Betamon
Ort: Akihabara"
303,,Inizia ad Akihabara,從秋葉原某處前往委託人的所在地,,아키하바라 어딘가 의뢰인이 있는 곳으로 가자.,Start in Akihabara
304,,Ascolta Betamon,聽取比特獸的說明,,베타몬의 이야기를 듣자,Betamon zuhören
305,,Ferma BanchoLeomon,阻止番長獅子獸,,반쵸레오몬을 막자.,BanchoLeomon stoppen
320,,Guardia di sicurezza domestica,自宅警備員,,자택경비원,Haushüter
321,,"Mio figlio hikikomori ama chattare online.
C'è una ragazza che gli piace davvero ma
devo sapere se è reale.","不肯上學的兒子沉迷於網聊
似乎和聊天室認識的女性很親密……
請你調查我兒子有沒有被女性詐騙",,"등교거부 아들이 채팅에 빠져 있어.
거기서 만난 여성과 친해진 것 같은데…
아들이 여자에게 속고있는건 아닌지 조사를 부탁해.","Mein Sohn chattet gern online. Es gibt
ein Mädchen, das er sehr mag, aber er
muss wissen, ob sie es ernst meint."
322,,"Cliente: Madre del ragazzo Hikikomori
Luogo: K-Cafe","【委託人】繭居族少年的母親
【所在地】K-Cafe",,"【의뢰인】은둔형 폐인 소년의 어머니
【장소】K-카페","Klient: Mutter des Eigenbrötlers
Ort: K-Café"
323,,Ragazza al PC del K-Cafe,用K-Cafe的電腦和網聊的女性見面,,K-카페의 PC로 채팅 여성을 만나자.,Mädchen am K-Café-PC
324,,Segui Minervamon,追上密涅瓦獸,,미네르바몬을 만나자.,Minervamon folgen
340,,Potrebbe essere... uno stalker!?,難不成……是跟蹤狂！？,,설마……스토커!?,Könnte es ... ein Stalker sein?!
341,,"Sento come se qualcuno mi stesse seguendo
in giro. Non so chi, ma non mi piace.
Chiedigli di smettere.","最近總是感覺有人尾隨在我身後
因為不知道對方是誰，更讓人不舒服
你可以揭發犯人並阻止他嗎？",,"최근에 누군가가 뒤를 밟고 있는 것 같다.
정체를 모르니 한층 기분이 나빠.
범인을 밝혀서 그만두라고 말해줄 순 없겠나?","Ich glaube, jemand verfolgt mich. Ich
weiß nicht wer, aber es gefällt mir
nicht. Diese Person soll das lassen."
342,,"Cliente: Taomon
Luogo: Akihabara","【委託人】祭師獸
【所在地】秋葉原",,"【의뢰인】도사몬
【장소】아키하바라","Klient: Taomon
Ort: Akihabara"
343,,Lo stalker di Taomon è?,尋找尾隨在祭師獸身後的人,,도사몬의 뒤를 밟고 있는 사람을 찾자.,Taomons Stalker ist?
344,,Fai rapporto a Taomon,向祭師獸報告,,도사몬에게 보고하자.,Mit Taomon sprechen
360,,Numemon Controattacca,反擊的鼻涕獸,,역습의 워매몬,Numemon schlägt zurück
361,,"I Digimon mi prendono sempre in giro...
Oggi non rideranno! Mi servono solo
dei materiali per una Digievoluzione...","總是愚弄我的數碼寶貝們……
今天一定要讓它們啞口無言！
喂，你去幫我蒐集進化所需的材料呀",,"나를 항상 바보취급하는 디지몬들…
놈들을 오늘이야말로 찍소리 못하게 해주고 싶어!
이봐, 진화에 필요한 소재를 모아줘.","Die Digimon verspotten mich ständig ...
Heute vergeht ihnen das Lachen! Ich
brauche nur Digitationsmaterial ..."
362,,"Cliente: Numemon
Luogo: Ospedale Centrale","【委託人】鼻涕獸
【所在地】中央醫院",,"【의뢰인】워매몬
【장소】센트럴 병원","Klient: Numemon
Ort: Zentralkrankenhaus"
363,,Inizia all'ospedale,從醫院某處前往委託人的所在地,,병원 어딘가에서 의뢰인이 있는 곳으로 향하자.,Start im Krankenhaus
364,,8 gusci di Shakomon,打倒蝦蛄獸，蒐集8個貝殼,,샤코몬을 쓰러뜨리고 조개껍데기를 8개 모으자.,8 Syakomon-Panzer
380,,CD autografato da Princess,小媛媛的親筆簽名CD！,,히메짱의 사인이 든 CD!,Die signierte Prinzessin-CD
381,,"Conosci la cantante, Princess, vero? Io voglio
partecipare all'evento. Voglio andare all'evento
e prendere dei CD autografati. Hehe!","你一定知道一個叫做小媛媛的歌手吧？
我想拜託你代替我參加活動
幫我買附贈親筆簽名的CD……嘿嘿嘿",,"가수 히메짱은 당연히 알고 계시겠죠?
대리로 이벤트에 참가하고 싶거든요.
그리고 상품인 사인이 든 CD를…후후후","Du kennst doch die Sängerin Prinzessin,
oder? Ich will bei dem Event dabei sein
und mir signierte CDs holen. Hehe!"
382,,"Cliente: Nerd Fanboy
Luogo: Shibuya","【委託人】趕流行的御宅族
【所在地】涉谷",,"【의뢰인】유행을 따라다니는 오타쿠
【장소】시부야","Klient: Fanboy-Nerd
Ort: Shibuya"
383,,Trova Pabumon,尋找藏匿在街上的泡沫獸,,거리에 숨은 뽀글몬을 찾자.,Pabumon finden
384,,Trova Tanemon,尋找藏匿在街上的種子獸,,거리에 숨은 시드몬을 찾자.,Tanemon finden
385,,Trova Tokomon,尋找藏匿在街上的迪哥獸,,거리에 숨은 토코몬을 찾자.,Tokomon finden
386,,Trova Bukamon,尋找藏匿在街上的布加獸,,거리에 숨은 둥실몬을 찾자.,Bukamon finden
387,,Trova Nyaromon,尋找藏匿在街上的貓貓獸,,거리에 숨은 야옹몬을 찾자.,Nyaromon finden
388,,Trova Yokomon,尋找藏匿在街上的比高獸,,거리에 숨은 어니몬을 찾자.,Yokomon finden
400,,Digimon Povero Soffre il Freddo,給予看起來很冷的它,,추워보이는 그 애에게,Armes frierendes Digimon
401,,"Ho visto un MetalGreymon mentre camminavo
fuori. Sembrava così freddo e triste.
Gli porteresti una coperta?","我在路上看見了機械暴龍獸
但是，它看起來又冷又難過
拜託你，把這條毛毯交給它！",,"밖에서 걷다가 메탈그레이몬을 봤어.
그런데 무척 추워보여서 슬퍼보였거든.
그러니 부탁이야. 담요를 전해줘!","Ich habe draußen ein MetalGreymon
gesehen. Es sah ganz traurig aus und ihm
war kalt. Bringst du ihm eine Decke?"
402,,"Cliente: Bambina dal Cuore Gentile
Luogo: Negozio di Dolciumi, Broadway 3F","【委託人】善良的女孩
【所在地】百老匯3F‧玩具店",,"【의뢰인】상냥한 여자아이
【장소】브로드웨이 3F, 장난감 가게","Klient: Gutherziges Mädchen
Ort: Süßwarenladen, Broadway – 3. Stock"
403,,MetalGrey(B) Coperta,將毛毯交給機械暴龍獸(藍),,메탈그레이몬(청)에게 담요를 건네주자.,Decke zu MetalGreymon
404,,Carillon per la ragazza,將音樂盒交給女孩,,여자아이에게 오르골을 건네주자.,Spieluhr zu Mädchen
420,,Un Digimon da compagnia,愛不釋手的數碼寶貝,,애완 디지몬,Ein Digimon-Haustier
421,,"Il mio Master mi ha sempre trattato bene.
Ma le cose sono cambiate... Perché?
Per favore, aiutami! Sono così solo!","一直以來都很疼愛我的主人
為什麼最近總是和我保持距離呢？
幫忙想想辦法啊，我好寂寞呀……",,"나를 계속 귀여워해줬던 주인님.
최근엔 좀 거리를 두는건 어째서지?
어떻게든 해줘― 외로워―…","Mein Meister war immer gut zu mir, aber
das hat sich geändert ... Warum? Bitte
hilf mir! Ich bin so einsam!"
422,,"Cliente: Kabuterimon
Luogo: Shinjuku","【委託人】比多獸
【所在地】新宿",,"【의뢰인】캅테리몬
【장소】신주쿠","Klient: Kabuterimon
Ort: Shinjuku"
423,,Discuti (EDEN),在EDEN裡找人諮詢比多獸的煩惱,,EDEN에서 캅테리몬의 고민을 들어주자.,Bereden (EDEN)
424,,Parla con Kabuterimon,向比多獸報告,,캅테리몬에게 보고하자.,Kabuterimon erzählen
425,,Parla (mondo reale),在現實世界裡找人諮詢比多獸的煩惱,,현실세계에서 캅테리몬의 고민을 들어주자,Bereden (echte Welt)
426,,Parla con Kabuterimon,再次向比多獸報告,,다시 한번 캅테리몬에게 보고하자.,Kabuterimon erzählen
440,,Nanimon di Domenica,星期天的亞伯獸,,일요일의 모야몬,Nanimon am Sonntag
441,,"Ho una commissione per te.
Vieni a chiedere cosa devi comprare.
Questo è tutto.","我要拜託你去跑腿
至於要買什麼來問我
　　　　　　　　　　　　　　　　以上",,"심부름을 부탁하고 싶어.
뭘 사올지는 와서 들어.
　　　　　　　　　　　　　　이상.","Ich habe einen Auftrag für dich. Komm
und frag, was du kaufen musst.
Das ist alles."
442,,"Cliente: Nanimon
Luogo: Ospedale Centrale","【委託人】亞伯獸
【所在地】中央醫院",,"【의뢰인】모야몬
【장소】센트럴 병원","Klient: Nanimon
Ort: Zentralkrankenhaus"
443,,Inizia all'ospedale,從醫院某處前往委託人的所在地,,병원 어딘가에서 의뢰인이 있는 곳으로 향하자.,Start im Krankenhaus
444,,Prendi un giornale,想辦法獲得報紙,,어딘가에서 신문을 입수해오자.,Zeitung holen
445,,Dare a Nanimon,將報紙交給亞伯獸,,신문을 모야몬에게 건네주자.,Nanimon geben
460,,Fuga dalla Disoccupazione!,脫離！　尼特族宣言！！,,탈출! 니트 선언!,Schluss mit der Arbeitslosigkeit!
461,,"Voglio essere come un umano... Avere un lavoro
e guadagnare dei soldi. Ma non riesco a trovare
un lavoro! Aiutami a trovare un datore di lavoro!","我想像一般人一樣工作、賺錢
但是……一直找不到工作……！
有沒有什麼地方願意雇用我呢？",,"사람처럼 일해서 돈을 버는 생활을 하고 싶어.
하지만…좀처럼 일자리를 찾을 수가 없단 말이다…!
나를 고용해줄 직장은 없는 걸까?","Ich will sein wie ein Mensch ... Einen
Job haben, Geld verdienen. Aber ich
finde keinen! Hilf mir bitte!"
462,,"Cliente: Piedmon
Luogo: Kowloon Livello 4","【委託人】小丑皇
【所在地】Kowloon Lv. 4",,"【의뢰인】피에몬
【장소】쿠롱 Lv.4","Klient: Piedmon
Ort: Kowloon, Ebene 4"
463,,Piedmon Kowloon Lv 4,和身在Kowloon Lv. 4的小丑皇見面,,쿠롱 Lv.4에 있는 피에몬을 만나자.,"Piedmon Kowloon, Ebene 4"
464,,Trova lavoro in EDEN,在EDEN裡尋找小丑皇的工作,,EDEN에서 피에몬의 일자리를 찾아보자.,Arbeit in EDEN
465,,Riferisci a Piedmon,向小丑皇報告,,피에몬에게 보고하자.,Mit Piedmon sprechen
480,,Problemi alla Digipedia,奇怪的免費線上百科,,이상한 프리 백과사전,Probleme mit Digipedia
481,,"Hai sentito parlare della Digipedia? È un
sito dizionario online che gestisco.
Ma sta succedendo qualcosa di strano...","你知道「數碼百科」嗎？
那是我管理的線上百科網站
現在網站上發生了很奇怪的事……真糟糕",,"「디지디지피디아」라고 혹시 알아?
내가 관리하고 있는 인터넷 사전 사이트거든.
지금 사이트에서 이상한 일이 일어나서…난처해.","Hast du von der Digipedia gehört? Das
ist mein Online-Lexikon. Aber dort geht
etwas Seltsames vor sich ..."
482,,"Cliente: Amministratrice Sito Dizionario
Luogo: K-Cafe","【委託人】線上百科網站站長
【所在地】K-Cafe",,"【의뢰인】사전 사이트 관리인
【장소】K-카페","Klient: Lexikon-Administratorin
Ort: K-Café"
483,,Connettiti al Jump K-Cafe,在K-Cafe的電腦上登入跳躍,,K-카페의 PC로 커넥트 점프를 하자.,Verbindungssprung K-Café
484,,Trova il criminale,在數碼空間裡尋找犯人,,디지털 스페이스에서 범인을 찾자.,Verbrecher finden
500,,Ulteriori problemi con Digipedia,續‧奇怪的免費線上百科,,이상한 프리 백과사전2,Weitere Probleme mit der Digipedia
