ID,Japanese,English,Chinese,EnglishCensored,Korean,German
20,,"Avatar di Fei
""Vi farò a pezzi!"" /Avatar","菲的化身
「讓我開心一下吧」／化身",,"페이의 아바타
「즐겁게 해 주시지요」/아바타","Avatar: Fei
„Euch mache ich zur Schnecke!“ /Avatar"
21,,"Avatar di Mirei
""Benvenuto al DigiLab."" /Avatar","米蕾的化身
「你是被誰所引導到這來的呢？」／化身",,"미레이의 아바타
「누구의 인도를 받아 여기에 온 거야?」/아바타","Avatar: Mirei
„Willkommen im DigiLab.“ /Avatar"
22,,"Avatar di Rina Shinomiya
""Ci siamo, Veevee!"" /Avatar","四之宮莉娜的化身
「要上了喔，VV！」／化身",,"시노미야 리나의 아바타
「가자~ 브이브이!」/아바타","Avatar: Rina Shinomiya
„Los geht’s, Veevee!“ /Avatar"
23,,"Avatar di Makiko Date
""Comunque, sei in arresto!"" /Avatar","伊達真紀子的化身
「總之，你被逮捕了」／化身",,"다테 마키코의 아바타
「일단 넌 체포다」/아바타","Avatar: Makiko Date
„Du bist jedenfalls verhaftet!“ /Avatar"
26,,"Avatar di Sayo
""...Aiutami a riportare Dianamon a casa."" /Avatar","小夜的化身
「……請多指教」／化身",,"사요의 아바타
「…잘 부탁해」/아바타","Avatar: Sayo
„Hilf, Dianamon heimzuholen.“ /Avatar"
27,,"Avatar di Reiko Tawa
""Niente musica, niente vita!"" /Avatar","田和玲子的化身
「音樂是人生的一部分！」／化身",,"타와 레이코의 아바타
「음악은 인생의 일부니까요!」/아바타","Avatar: Reiko Tawa
„Kein Leben ohne Musik!“ /Avatar"
28,,"Yuugo Kamishiro Avatar
""........."" /Avatar","神代勇吾的化身
「……」／化身",,"카미시로 유고의 아바타
「……….」/아바타","Avatar: Yuugo Kamishiro
„... ... ...“ /Avatar"
29,,"Avatar di Erika Mishima
""...C'è qualcosa in lui."" /Avatar","御島艾莉卡的化身
「……好像，會很有趣」／化身",,"미시마 에리카의 아바타
「……어쩐지 재미있을지도」/아바타","Avatar: Erika Mishima
„Er hat etwas an sich.“ /Avatar"
30,,"Avatar di Mishima Ryuji
""Hai fegato, ragazzino."" /Avatar","御島龍司的化身
「以混混來說，你很有種」／化身",,"미시마 류지의 아바타
「모범생치고는 훌륭한 배짱이군」/아바타","Avatar: Ryuji Mishima
„Du bist ganz schön mutig.“ /Avatar"
31,,"Chitose Imai Avatar
""Lascia fare a me!"" /Avatar","今井千歲的化身
「這裡就交給我吧！」／化身",,"이마이 치토세의 아바타
「이쪽은 맡겨둬!」/아바타","Avatar: Chitose Imai
„Überlass mir das!“ /Avatar"
32,,"Avatar di Yu Nogi
""Posso darti una mano."" /Avatar","乃木優的化身
「我也希望能幫上你的忙」／化身",,"노기 유우의 아바타
「나도 너의 힘이 되어주고 싶어」/아바타","Avatar: Yu Nogi
„Ich kann dir helfen.“ /Avatar"
33,,"Erika Mishima (Ospedale) Avatar
""...Grazie."" /Avatar","御島艾莉卡(病人服)的化身
「……謝謝」／化身",,"미시마 에리카(환자복)의 아바타
「……고마워」/아바타","Avatar: Erika Mishima (Krankenhaus)
„... Danke.“ /Avatar"
34,,"K Avatar
""Mostrerò agli hacker la via."" /Avatar","K的化身
「由我來引導駭客們」／化身",,"K의 아바타
「내가 해커들을 이끌어 보이겠다」/아바타","Avatar: K
„Ich zeige Hackern den Weg.“ /Avatar"
35,,"Avatar di Ryota
""Giusto, Sakura?"" /Avatar","良太的化身
「喂，櫻？」／化身",,"료타의 아바타
「안 그래, 사쿠라?」/아바타","Avatar: Ryota
„Stimmt’s, Sakura?“ /Avatar"
36,,"Avatar Sakura
""Oh, già..."" /Avatar","櫻的化身
「……嗯，對啊……」／化身",,"사쿠라의 아바타
「……응, 그러네―……」/아바타","Avatar: Sakura
„Ach ja ...“ /Avatar"
37,,"Avatar di Victory Uchida
""Viiiittoriaaa!"" /Avatar","V內田的化身
「Victory！」／化身",,"V의 아바타
「빅토리―!!」/아바타","Avatar: Viktor Uchida
„Verzückung verschafft Viktor!“ /Avatar"
38,,"Avatar di Mephisto
""Sono solo affari."" /Avatar","梅菲斯特先生的化身
「我是在做生意」／化身",,"메피스토씨의 아바타
「이쪽은 비즈니스로 하는 일입니다」/아바타","Avatar: Mephisto
„Das ist rein geschäftlich.“ /Avatar"
39,,"Avatar di Makoto Yamashina
""EDEN...?"" /Avatar","山科誠的化身
「……EDEN……？」／化身",,"야마시나 마코토의 아바타
「…………EDEN…?」/아바타","Avatar: Makoto Yamashina
„EDEN ...?“ /Avatar"
40,,"Avatar di Chika Yamashina
""Ehm, posso aiutarti?"" /Avatar","山科千夏的化身
「有事嗎？」／化身",,"야마시나 치카의 아바타
「무슨 일이야?」/아바타","Avatar: Chika Yamashina
„Kann ich dir irgendwie helfen?“ /Avatar"
41,,"Avatar della madre di Sakura
/Avatar","櫻的母親的化身
／化身",,"사쿠라의 어머니의 아바타
/아바타","Avatar: Sakuras Mutter
/Avatar"
43,,"Avatar di Nishino
""Non guardare, non guardare, non guardare--"" /Avatar","西野的化身
「不要看不要看不要看──」／化身",,"니시노의 아바타
「보지 말아 줘, 보지 말아 줘, 보지 말아 줘―」/아바타","Avatar: Nishino „Nicht hinschauen, 
nicht hinschauen ...“ /Avatar"
44,,"Avatar del proprietario del K-Cafe
""Benvenuto!"" /Avatar","K-Cafe店長的化身
「歡迎光臨」／化身",,"K카페 주인장의 아바타
「어서 오세요」/아바타","Avatar: K-Café-Besitzer
„Willkommen!“ /Avatar"
45,,"Avatar di Mei Kokusho (Presidente del Club dell'Occulto)
""Tagnus sula cosmo ta..."" /Avatar","靈異研究社社長國生梅的化身
「飛碟快來飛碟快來」／化身",,"오컬트 연구부장 코쿠쇼 메이의 아바타
「벤트라 벤트라…」/아바타","Avatar: Mei Kokusho (OC-Präsidentin)
„Tagnus sula cosmo ta ...“ /Avatar"
46,,"Avatar di Kenji Kotoge (Club dell'Occulto)
""È così piena di sorprese!"" /Avatar","靈異研究社成員小峠建司的化身
「不愧是社長！」／化身",,"오컬트 연구부원 코토게 켄지의 아바타
「역시 부장!」/아바타","Avatar: Kenji Kotoge (OC-Mitglied)
„Sie ist voller Überraschungen!“ /Avatar"
47,,"Avatar di Manaka Nonomiya (Club dell'Occulto)
""Si sta rendendo ridicola."" /Avatar","靈異研究社成員野野宮真中的化身
「……真是笨蛋」／化身",,"오컬트 연구부원 노노미야 마나카의 아바타
「……바보 같아」/아바타","Avatar: Manaka Nonomiya (OC-Mitglied)
„Sie macht sich zum Affen.“ /Avatar"
48,,"Avatar della Ragazza Fantasma di Shibuya
/Avatar","涉谷女幽靈高中生的化身
「呀哈哈哈哈哈！！！」／化身",,"시부야의 유령 여고생의 아바타
「꺄하하하하하하하하하!!!」/아바타","Avatar: Geistermädchen von Shibuya
/Avatar"
49,,"Avatar di Lily Horaguchi (Club dell'Occulto)
""Facciamolo insieme!"" /Avatar","靈異研究社成員洞口莉莉的化身
「一起來做那．個．吧♪」／化身",,"오컬트 연구부원 호라구치 릴리의 아바타
「같이 그걸 해 보자♪」/아바타","Avatar: Lily Horaguchi (OC-Mitglied)
„Erledigen wir es gemeinsam!“ /Avatar"
50,,"Avatar di Mr. Navit
""＾▽＾"" /Avatar","NAVIT的化身
「＾▽＾」／化身",,"내빗씨의 아바타
「＾▽＾」/아바타","Avatar: Navit-san
„＾▽＾“ /Avatar"
51,,"Avatar di Youji Shiga
""Ehi, voi, state alla larga!"" /Avatar","志賀陽司的化身
「喂，別來礙事啊！」／化身",,"시가 요우지의 아바타
「이봐, 방해하지 마!」/아바타","Avatar: Youji Shiga
„Kommt mir nicht in die Quere!“ /Avatar"
52,,"Avatar di Tooru Kayaba
""Il denaro è potenziale in sé!"" /Avatar","茅場透的化身
「錢，那就是可能性！」／化身",,"카야바 토오루의 아바타
「머니, 그것은 즉 가능성!」/아바타","Avatar: Tooru Kayaba
„Geld bedeutet Potenzial!“ /Avatar"
53,,"Avatar di Akira Hosaka
""Ti aggiungerò alla mia collezione!"" /Avatar","保坂晶的化身
「把你加到我的收藏！」／化身",,"호사카 아키라의 아바타
「컬렉션에 추가해주지!」/아바타","Avatar: Akira Hosaka
„Du kommst zur Sammlung dazu!“ /Avatar"
54,,"Avatar Uomo d'affari con Occhiali
/Avatar","戴眼鏡上班族的化身
／化身",,"안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
55,,"Avatar Uomo d'Affari con Occhiali
/Avatar","戴眼鏡上班族的化身
／化身",,"안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
56,,"Avatar Uomo d'Affari con Occhiali
/Avatar","戴眼鏡上班族的化身
／化身",,"안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
57,,"Avatar Uomo d'affari
/Avatar","上班族的化身
／化身",,"샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
58,,"Avatar da Uomo d'affari
/Avatar","上班族的化身
／化身",,"샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
59,,"Avatar da uomo d'affari
/Avatar","上班族的化身
／化身",,"샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
60,,"Avatar Ragazzo
/Avatar","年輕男性的化身
／化身",,"젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
61,,"Avatar Ragazzo
/Avatar","年輕男性的化身
／化身",,"젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
62,,"Avatar Ragazzo
/Avatar","年輕男性的化身
／化身",,"젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
63,,"Avatar da impiegata
/Avatar","OL大姊姊的化身
／化身",,"OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
64,,"Avatar da Impiegata
/Avatar","OL大姊姊的化身
／化身",,"OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
65,,"Avatar da impiegata
/Avatar","OL大姊姊的化身
／化身",,"OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
66,,"Avatar Serva
/Avatar","女僕小姐的化身
／化身",,"메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
67,,"Avatar Serva
/Avatar","女僕小姐的化身
／化身",,"메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
68,,"Avatar da cameriera
/Avatar","女僕小姐的化身
／化身",,"메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
69,,"Avatar Infermiera
/Avatar","護理師的化身
／化身",,"간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
70,,"Avatar Infermiera
/Avatar","護理師的化身
／化身",,"간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
71,,"Avatar Infermiera
/Avatar","護理師的化身
／化身",,"간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
72,,"Avatar Studente Maschio
/Avatar","男學生的化身
／化身",,"남학생의 아바타
/아바타","Avatar: Schüler
/Avatar"
73,,"Avatar studentessa
/Avatar","女學生的化身
／化身",,"여학생의 아바타
/아바타","Avatar: Schülerin
/Avatar"
74,,"Avatar Agente di Polizia
/Avatar","警察的化身
／化身",,"경찰관의 아바타
/아바타","Avatar: Polizist
/Avatar"
75,,"Avatar del Soldato Difensore
/Avatar","防衛隊員的化身
／化身",,"방위대원의 아바타
/아바타","Avatar: Schutzpolizist
/Avatar"
76,,"Avatar Giovane Donna
/Avatar","年輕女性的化身
／化身",,"젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
77,,"Avatar Ragazza
/Avatar","年輕女性的化身
／化身",,"젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
78,,"Avatar Giovane Donna
/Avatar","年輕女性的化身
／化身",,"젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
79,,"Avatar Ragazzo
/Avatar","男孩子的化身
／化身",,"남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
80,,"Avatar ragazzo
/Avatar","男孩子的化身
／化身",,"남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
81,,"Avatar ragazzo
/Avatar","男孩子的化身
／化身",,"남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
82,,"Avatar Ragazza
/Avatar","女孩子的化身
／化身",,"여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
83,,"Avatar Ragazza
/Avatar","女孩子的化身
／化身",,"여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
84,,"Avatar Femminile
/Avatar","女孩子的化身
／化身",,"여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
85,,"Avatar Donna Adulta
/Avatar","成年女性的化身
／化身",,"성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
86,,"Avatar Donna Adulta
/Avatar","成年女性的化身
／化身",,"성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
87,,"Avatar Donna Adulta
/Avatar","成年女性的化身
／化身",,"성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
88,,"Avatar di Uomo di Mezza Età
/Avatar","中年男性的化身
／化身",,"중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
89,,"Avatar di un uomo di mezza età
/Avatar","中年男性的化身
／化身",,"중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
90,,"Avatar Uomo di Mezza Età
/Avatar","中年男性的化身
／化身",,"중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
91,,"Avatar del nonno
/Avatar","老爺爺的化身
／化身",,"할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
92,,"Avatar del Nonno
/Avatar","老爺爺的化身
／化身",,"할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
93,,"Avatar del nonno
/Avatar","老爺爺的化身
／化身",,"할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
94,,"Avatar da Nerd
/Avatar","宅男的化身
／化身",,"오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
95,,"Avatar Nerd
/Avatar","宅男的化身
／化身",,"오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
96,,"Avatar Nerd
/Avatar","宅男的化身
／化身",,"오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
97,,"Avatar del negoziante
/Avatar","商店店員的化身
／化身",,"숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
98,,"Avatar del negoziante
/Avatar","商店店員的化身
／化身",,"숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
99,,"Avatar del Negoziante
/Avatar","商店店員的化身
／化身",,"숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
100,,"Avatar Hacker Zaxon (Maschile)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
101,,"Avatar Hacker Zaxon (Maschile)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
102,,"Avatar Hacker Zaxon (Maschio)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
103,,"Avatar Hacker Zaxon (Maschio)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
104,,"Avatar Hacker Zaxon (Maschio)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
105,,"Avatar Hacker Zaxon (Maschio)
/Avatar","Zaxon男駭客的化身
／化身",,"잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
106,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
107,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
108,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
109,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
110,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
111,,"Avatar da Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
112,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
113,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
114,,"Avatar Hacker Demoniaco
/Avatar","惡魔亂舞駭客的化身
／化身",,"데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
115,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
116,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
117,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
118,,"Avatar Hacker Solitario (Maschio)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
119,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
120,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
121,,"Avatar Hacker Solitario (Maschio)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
122,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
123,,"Avatar Hacker Solitario (Maschile)
/Avatar","無隊伍男駭客的化身
／化身",,"무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
124,,"Avatar Hacker Zaxon (Femminile)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
125,,"Avatar Hacker Zaxon (Femmina)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
126,,"Avatar Hacker Zaxon (Femmina)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
127,,"Avatar Hacker Zaxon (Femminile)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
128,,"Avatar Hacker Zaxon (Femmina)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
129,,"Avatar Hacker Zaxon (Femmina)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
130,,"Avatar Hacker Zaxon (Femminile)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
131,,"Avatar Hacker Zaxon (Femmina)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
132,,"Avatar Hacker Zaxon (Femminile)
/Avatar","Zaxon女駭客的化身
／化身",,"잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
133,,"Avatar Hacker Solitario (Femminile)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
134,,"Avatar Hacker Solitario (Femmina)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
135,,"Avatar Hacker Solitario (Femminile)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
136,,"Avatar Hacker Solitario (Femmina)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
137,,"Avatar Hacker Solitario (Femmina)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
138,,"Avatar Hacker Solitario (Femmina)
/Avatar","無隊伍女駭客的化身
／化身",,"무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
