ID,Japanese,English,Chinese,EnglishCensored,Korean,German
15,,"Rimuove Confusione da un alleato
e ripristina 100 HP.","解除我方單體的混亂
並回復100HP",,"아군 1마리의 혼란을 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Verwirrung
auf und stellt 100 TP wieder her."
16,,"Rimuove Paralisi da un alleato
e ripristina 100 HP.","解除我方單體的麻痺
並回復100HP",,"아군 1마리의 마비를 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Lähmung auf
und stellt 100 TP wieder her."
17,,"Rimuove Sonno da un alleato
e ripristina 100 HP.","解除我方單體的睡眠
並回復100HP",,"아군 1마리의 수면을 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Schlaf auf
und stellt 100 TP wieder her."
18,,"Rimuove Stordimento da un alleato
e ripristina 100 HP.","解除我方單體的暈眩
並回復100HP",,"아군 1마리의 스턴을 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Betäubung auf
und stellt 100 TP wieder her."
19,,"Rimuove Dot da un alleato
e ripristina 100 HP.","解除我方單體的液晶化
並回復100HP",,"아군 1마리의 액정화를 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Verpixelung
auf und stellt 100 TP wieder her."
20,,"Rimuove Bug da un alleato
e ripristina 100 HP.","解除我方單體的Bug
並回復100HP",,"아군 1마리의 버그를 해제하고
HP를 100 회복한다.","Hebt bei einem Verbündeten Fehler auf
und stellt 100 TP wieder her."
21,,"Rimuove anomalie di stato da un alleato
e ripristina 100 HP.","解除我方單體的異常狀態
並回復100HP",,"아군 1마리의 상태이상을 해제하고
HP를 100 회복한다.","Heilt einen Verbündeten von Statusleiden
und stellt 100 TP wieder her."
22,,"Rimuove alterazioni di stato da tutti i
Digimon combattenti e ripristina 100 HP.","解除全體戰鬥成員的異常狀態
並回復100HP",,"배틀 멤버 전체의 상태이상을 해제하고
HP를 100 회복한다.","Heilt alle Verbündeten von Statusleiden
und stellt 100 TP wieder her."
23,,"Rianima un alleato con 
il 50% degli HP massimi.","回復我方單體的無法戰鬥狀態
並回復50%HP",,"아군 1마리의 전투불능을 회복하고
HP를 50% 회복한다.","Belebt einen Verbündeten mit 50 % der
maximalen TP wieder."
24,,"Riporta in vita un alleato 
con HP al massimo.","回復我方單體的無法戰鬥狀態
並回復所有HP",,"아군 1마리의 전투불능을 회복하고
HP를 완전 회복한다.","Belebt einen Verbündeten mit vollen TP
wieder."
25,,"Riporta in vita tutti i Digimon 
combattenti con HP al massimo.","回復全體戰鬥成員的無法戰鬥狀態
並回復所有HP",,"배틀 멤버 전체의 전투불능을 회복하고
HP를 완전 회복한다.","Belebt alle Digimon mit vollen TP
wieder."
26,,"Aumenta l'ATT di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
ATK提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 공격력이 20% 상승한다.","Erhöht ANG eines Verbündeten im Kampf
5 Züge lang um 20 %."
27,,"Aumenta la DIF di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
DEF提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 방어력이 20% 상승한다.","Erhöht VER eines Verbündeten im Kampf
5 Züge lang um 20 %."
28,,"Aumenta l'INT di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
INT提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 지력이 20% 상승한다.","Erhöht INT eines Verbündeten im Kampf
5 Züge lang um 20 %."
29,,"Aumenta la VEL di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
SPD提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 민첩이 20% 상승한다.","Erhöht GES eines Verbündeten im Kampf
5 Züge lang um 20 %."
30,,"Aumenta l'ACU di un alleato 
del 20% per 5 turni in battaglia.","戰鬥時，使我方單體的
ACU提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 명중률이 20% 상승한다.","Erhöht GEN eines Verbündeten im Kampf
5 Züge lang um 20 %."
31,,"Aumenta l'EVA di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
EVA提升20% 5回合。",,"배틀 시 5턴 동안
아군 1마리의 회피율이 20% 상승한다.","Erhöht AWN eines Verbündeten im Kampf
5 Züge lang um 20 %."
32,,"Aumenta il CRT di un alleato del 20%
per 5 turni in battaglia.","戰鬥時，使我方單體的
CRT提升20% 5回合。",,"배틀 시 5턴 동안 아군 1마리의
크리티컬 발생 확률이 20% 상승한다.","Erhöht KRT eines Verbündeten im Kampf
5 Züge lang um 20 %."
33,,Fuga dalla battaglia.,從戰鬥中逃脫,,배틀에서 도망친다.,Fliehe aus dem Kampf.
50,,+2.500 ESP per un Digimon,單體數碼寶貝+2500 EXP,,디지몬 1마리에 +2500EXP,+2.500 EP für ein Digimon.
51,,+5.000 ESP per un Digimon,單體數碼寶貝+5000 EXP,,디지몬 1마리에 +5500EXP,+5.000 EP für ein Digimon.
52,,+10.000 EXP per un Digimon,單體數碼寶貝+10000 EXP,,디지몬 1마리에 +10000EXP,+10.000 EP für ein Digimon
53,,+20.000 ESP per un Digimon,單體數碼寶貝+20000 EXP,,디지몬 1마리에 +20000EXP,+20.000 EP für ein Digimon
54,,+40.000 ESP per un Digimon,單體數碼寶貝+40000 EXP,,디지몬 1마리에 +40000EXP,+40.000 EP für ein Digimon
55,,Aumenta la CAM del 10.,友情值提升10,,우정치를 10 상승시킨다.,Erhöht KAM um 10.
56,,Aumenta la CAM del 25.,友情值提升25,,우정치를 25 상승시킨다.,Erhöht KAM um 25.
57,,"Può essere utilizzato per tornare 
immediatamente alla tua base.",可以在一瞬間回到據點入口,,순식간에 거점으로 돌아갈 수 있다.,"Damit kannst du sofort zum Unterschlupf
zurückkehren."
58,,"Riporta immediatamente il 
gruppo all'entrata del dungeon.",瞬間返回迷宮的入口,,순식간에 던전 입구로 돌아간다.,"Bringt die Gruppe zum Dungeon-Eingang
zurück."
60,,"Un Digi-Uovo inciso con uno stemma
coraggioso.",刻有勇氣徽章的數碼裝甲,,용기의 문장이 새겨진 디지멘탈,"Ein Digi-Ei, in das ein Tapferkeitswappen
eingraviert ist."
61,,"Un DigiUovo inciso con un emblema
miracoloso.",刻有奇蹟徽章的數碼裝甲,,기적의 문장이 새겨진 디지멘탈,"Ein Digi-Ei, in das ein Wunderwappen
eingraviert ist."
62,,Un DigiUovo inciso con lo stemma del destino.,刻有命運徽章的數碼裝甲,,운명의 문장이 새겨진 디지멘탈,"Ein Digi-Ei, in das ein Schicksalswappen
eingraviert ist."
63,,Prova di aver completato tutte le prove.,達成所有試煉的證明,,모든 시련을 돌파했다는 증표,"Beweis dafür, dass du alle Prüfungen
abgeschlossen hast."
64,,"Guerriero di Fiamma sigillato all'interno.
Spirito Umano","封著火焰十鬥士精神的
人類鬥士精神",,"화염의 십투사의 스피릿이 봉인된
휴먼 스피릿","Versiegelter Krieger der Flamme.
Menschlicher Geist"
65,,"Guerriero di Fiamma sigillato all'interno.
Spirito Bestia","封著火焰十鬥士精神的
野獸鬥士精神",,"화염의 십투사의 스피릿이 봉인된
비스트 스피릿","Versiegelter Krieger der Flamme.
Bestiengeist"
66,,"Guerriero della Luce sigillato all'interno.
Spirito Umano","封著光之十鬥士精神的
人類鬥士精神",,"빛의 십투사의 스피릿이 봉인된
휴먼 스피릿","Versiegelter Krieger des Lichts.
Menschlicher Geist"
67,,"Guerriero della Luce sigillato all'interno.
Spirito Bestia","封著光之十鬥士精神的
野獸鬥士精神",,"빛의 십투사의 스피릿이 봉인된
비스트 스피릿","Versiegelter Krieger des Lichts.
Bestiengeist"
68,,Info oggetto Digievoluzione 9,進化用道具9的說明,,진화용 아이템 9의 설명,Info zu Digitations-Item 9
69,,Info Oggetto Digievoluzione 10,進化用道具10的說明,,진화용 아이템 10의 설명,Info zu Digitations-Item 10
70,,"""È la pietra portafortuna di novembre!"" (Nokia)
/Per convertire in denaro.","「這是11月的誕生石唷－－」（諾奇雅）
／換錢道具",,"「11월의 탄생석이야」(노키아)
/환금 아이템","„November-Geburtsstein!“ (Nokia)
/Zum Umwandeln in Geld."
71,,"""Linguaggio delle gemme per l'amicizia."" - Yuuko
/Per convertire in denaro.","「寶石語是友情。」（悠子）
／換錢道具",,"「이 돌의 의미는 우정입니다」(유코)
/환금 아이템","„Freundschaft in Edelsteinform.“ (Yuuko)
/Zum Umwandeln in Geld."
72,,"Una gemma di berillo ceruleo traslucida.
/Per essere convertita in denaro.","綠柱石中透明而帶有海藍色的寶石
／換錢道具",,"녹주석 중 투명하고 스카이블루 보석
/환금 아이템","Ein durchscheinender himmelblauer Beryll.
/Zum Umwandeln in Geld."
73,,"Una gemma che può riportare le cose in
vita. /Per essere convertita in denaro.","被喻為可以使生命再生的寶石
／換錢道具",,"생명의 재생을 가져오는 보석
/환금 아이템","Ein Edelstein, der Dinge wiederbeleben kann.
/Zum Umwandeln in Geld."
74,,"Gemma che cambia colore in diverse
luci. /Per convertirla in denaro.","在太陽光下為藍綠色，人工照明下為紅色的寶石
／換錢道具",,"태양 아래에서는 청록, 조명 아래에서는 붉은 보석
/환금 아이템","Edelstein, der seine Farbe im Licht ändert.
/Zum Umwandeln in Geld."
75,,"Una gemma adamantina scarlatta.
/Per essere convertita in denaro.","硬度僅次於鑽石的紅色寶石
／換錢道具",,"다이아몬드 다음으로 단단한 붉은 보석
/환금 아이템","Ein leuchtend roter diamantharter Edelstein.
/Zum Umwandeln in Geld."
76,,"Una gemma adamantina policroma.
/Per essere convertita in denaro.","硬度僅次於鑽石，顏色為紅色以外的其他顏色寶石
／換錢道具",,"다이아몬드 다음으로 단단한 붉은색 외의 보석
/환금 아이템","Ein vielfarbiger diamantharter Edelstein.
/Zum Umwandeln in Geld."
77,,"Una gemma di berillo verde intenso.
/Per convertire in denaro.","綠柱石的一種，帶有強烈豔綠色的寶石
／換錢道具",,"녹주석의 일종으로 강한 녹색을 띤 보석
/환금 아이템","Ein Beryll in kräftigem Grün.
/Zum Umwandeln in Geld."
78,,"""Quindi è solo una normale matita!?"" (Kyoko)
/Per essere convertita in denaro.","「也就是說，這只是普通的鉛筆吧？」（杏子）
／換錢道具",,"「결국 그냥 연필인 거잖아?」(쿄코)
/환금 아이템","„Das ist also nur ein gewöhnlicher Stift?!“ (Kyoko)
/Zum Umwandeln in Geld."
79,,"Lega di Digizoit Cromato e materia vivente.
/Per la conversione in denaro.","兼具數碼合金及生物有機體的合金
／換錢道具",,"크롬디지조이트와 생물의 유기체를 모두 갖춘 합금
/환금 아이템","Legierung aus Chrom-Digizoid und Lebewesen.
/Zum Umwandeln in Geld."
90,,"Memoria per il Digivice.
Aumenta la memoria massima del gruppo di 5.","擴張Digivice的記憶體晶片
隊伍上限增加5",,"디지바이스를 확장하는 메모리 칩
파티 메모리의 상한이 5 증가한다.","Speicher für das Digivice. Erhöht den
maximalen Gruppenspeicher um 5."
91,,"Memoria ad alta capacità per il Digivice.
Aumenta la memoria massima del party di 10.","擴張Digivice的大容量記憶體晶片
隊伍上限增加10",,"디지바이스를 확장하는 대용량 메모리 칩
파티 메모리의 상한이 10 증가한다.","Großer Speicher für das Digivice. Erhöht
den maximalen Gruppenspeicher um 10."
100,,Cambia la personalità del Digimon in Resistente.,將單體數碼寶貝的個性變更為耐久型,,디지몬 1마리의 개성을 내구형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Ausdauernd“."
101,,Cambia la personalità del Digimon in Vivace.,將單體數碼寶貝的個性變更為活力型,,디지몬 1마리의 개성을 활력형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Lebhaft“."
102,,Cambia la personalità del Digimon in Combattente.,將單體數碼寶貝的個性變更為攻擊型,,디지몬 1마리의 개성을 공격형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Kämpfer“."
103,,Cambia la personalità del Digimon in Difensore.,將單體數碼寶貝的個性變更為防禦型,,디지몬 1마리의 개성을 방어형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Verteidiger“."
104,,Cambia la personalità del Digimon in Intelligente.,將單體數碼寶貝的個性變更為智力型,,디지몬 1마리의 개성을 지력형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Intelligent“."
105,,Cambia la personalità del Digimon in Agile.,將單體數碼寶貝的個性變更為速度型,,디지몬 1마리의 개성을 민첩형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Behände“."
106,,Cambia la personalità del Digimon in Costruttore.,將單體數碼寶貝的個性變更為開發型,,디지몬 1마리의 개성을 개발형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Entwickler“."
107,,Cambia la personalità del Digimon in Cercatore.,將單體數碼寶貝的個性變更為調查型,,디지몬 1마리의 개성을 조사형으로 바꾼다.,"Verändert die Digimon-Persönlichkeit zu
„Sucher“."
110,,"Riduce leggermente gli HP 
massimi aumentati di un Digimon.","稍微降低單體數碼寶貝
強化後的最大HP",,"디지몬 1마리의
강화한 최대 HP를 약간 떨어뜨린다.","Reduziert leicht die erhöhten max. TP
eines Digimon."
111,,"Riduce gli HP massimi potenziati
di un Digimon.","降低單體數碼寶貝
強化後的最大HP",,"디지몬 1마리의
강화한 최대 HP를 떨어뜨린다.","Reduziert die erhöhten max. TP
eines Digimon."
112,,"Riduce notevolmente gli
HP massimi potenziati di un Digimon.","大幅降低單體數碼寶貝
強化後的最大HP",,"디지몬 1마리의
강화한 최대 HP를 크게 떨어뜨린다.","Reduziert deutlich die erhöhten max. TP
eines Digimon."
113,,"Riduce leggermente lo
SP massimo potenziato di un Digimon.","稍微降低單體數碼寶貝
強化後的最大SP",,"디지몬 1마리의
강화한 최대 SP를 약간 떨어뜨린다.","Reduziert leicht die erhöhten max. SP
eines Digimon."
114,,"Riduce gli SP massimi
potenziati di un Digimon.","降低單體數碼寶貝
強化後的最大SP",,"디지몬 1마리의
강화한 최대 SP를 떨어뜨린다.","Reduziert die erhöhten max. SP
eines Digimon."
115,,"Riduce notevolmente gli SP massimi
potenziati di un Digimon.","大幅降低單體數碼寶貝
強化後的最大SP",,"디지몬 1마리의
강화한 최대 SP를 크게 떨어뜨린다.","Reduziert deutlich die erhöhten max. SP
eines Digimon."
116,,"Riduce leggermente l'ATK 
potenziato di un Digimon.","稍微降低單體數碼寶貝
強化後的ATK",,"디지몬 1마리의
강화한 공격력을 약간 떨어뜨린다.","Reduziert leicht den erhöhten ANG-Wert
eines Digimon."
117,,"Riduce l'ATT potenziato di
un Digimon.","降低單體數碼寶貝
強化後的ATK",,"디지몬 1마리의
강화한 공격력을 떨어뜨린다.","Reduziert den erhöhten ANG-Wert
eines Digimon."
118,,"Riduce notevolmente l'
ATT potenziato di un Digimon.","大幅降低單體數碼寶貝
強化後的ATK",,"디지몬 1마리의
강화한 공격력을 크게 떨어뜨린다.","Reduziert deutlich den erhöhten ANG-Wert
eines Digimon."
119,,"Riduce leggermente la DIF 
potenziata di un Digimon.","稍微降低單體數碼寶貝
強化後的DEF",,"디지몬 1마리의
강화한 방어력을 약간 떨어뜨린다.","Reduziert den erhöhten VER-Wert
eines Digimon."
120,,"Riduce la DIF potenziata
di un Digimon.","降低單體數碼寶貝
強化後的DEF",,"디지몬 1마리의
강화한 방어력을 떨어뜨린다.","Reduziert deutlich den erhöhten VER-Wert
eines Digimon."
121,,"Riduce notevolmente la DIF 
potenziata di un Digimon.","大幅降低單體數碼寶貝
強化後的DEF",,"디지몬 1마리의
강화한 방어력을 크게 떨어뜨린다.","Reduziert deutlich den erhöhten VER-Wert
eines Digimon."
122,,"Riduce leggermente l'INT 
potenziata di un Digimon.","稍微降低單體數碼寶貝
強化後的INT",,"디지몬 1마리의
강화한 지력을 약간 떨어뜨린다.","Reduziert leicht den erhöhten INT-Wert
eines Digimon."
123,,"Riduce l'INT potenziata 
di un Digimon.","降低單體數碼寶貝
強化後的INT",,"디지몬 1마리의
강화한 지력을 떨어뜨린다.","Reduziert den erhöhten INT-Wert
eines Digimon."
124,,"Riduce notevolmente l'INT 
potenziata di un Digimon.","大幅降低單體數碼寶貝
強化後的INT",,"디지몬 1마리의
강화한 지력을 크게 떨어뜨린다.","Reduziert deutlich den erhöhten INT-Wert
eines Digimon."
125,,"Riduce leggermente la SPD 
potenziata di un Digimon.","稍微降低單體數碼寶貝
強化後的SPD",,"디지몬 1마리의
강화한 민첩을 약간 떨어뜨린다.","Reduziert leicht den erhöhten GES-Wert
eines Digimon."
126,,"Riduce la SPD potenziata
di un Digimon.","降低單體數碼寶貝
強化後的SPD",,"디지몬 1마리의
강화한 민첩을 떨어뜨린다.","Reduziert den erhöhten GES-Wert
eines Digimon."
127,,"Riduce notevolmente la SPD 
potenziata di un Digimon.","大幅降低單體數碼寶貝
強化後的SPD",,"디지몬 1마리의
강화한 민첩을 크게 떨어뜨린다.","Reduziert deutlich den erhöhten GES-Wert
eines Digimon."
200,,"Cibo che aumenta drasticamente il CAM
in rare occasioni. /Utilizzabile nella DigiFarm","低機率使友情大幅提升的食物
／可以在數碼農場裡使用",,"드물게 우정이 크게 오르는 음식
/디지팜에서 사용가능","Futter, das KAM selten drastisch erhöht.
/Für die Digifarm."
201,,"Cibo che aumenta notevolmente la CAM
/Utilizzabile nella DigiFarm","使友情大幅提升的食物
／可以在數碼農場裡使用",,"우정이 크게 오르는 음식
/디지팜에서 사용가능","Futter, das KAM deutlich erhöht.
/Für die Digifarm."
202,,"Cibo che aumenta HP Max
/Utilizzabile nella DigiFarm","提升HP最大值的食物
／可以在數碼農場裡使用",,"HP최대치가 오르는 음식
/디지팜에서 사용가능","Futter, das die max. TP erhöht.
/Für die Digifarm."
203,,"Alimento che aumenta SP Max
/Utilizzabile nella DigiFarm","提升SP最大值的食物
／可以在數碼農場裡使用",,"SP최대치가 오르는 음식
/디지팜에서 사용가능","Futter, das die max. SP erhöht.
/Für die Digifarm."
204,,"Cibo che aumenta ATT
/Usabile nella DigiFattoria","提升ATK的食物
／可以在數碼農場裡使用",,"공격력이 오르는 음식
/디지팜에서 사용가능","Futter, das ANG erhöht.
/Für die Digifarm."
205,,"Cibo che aumenta la DIF
/Utilizzabile nella DigiFarm","提升DEF的食物
／可以在數碼農場裡使用",,"방어력이 오르는 음식
/디지팜에서 사용가능","Futter, das VER erhöht.
/Für die Digifarm."
206,,"Cibo che aumenta l'INT
/Utilizzabile nella DigiFarm","提升INT的食物
／可以在數碼農場裡使用",,"지력이 오르는 음식
/디지팜에서 사용가능","Futter, das INT erhöht.
/Für die Digifarm."
207,,"Cibo che aumenta la VEL
/Utilizzabile nella DigiFattoria","提升SPD的食物
／可以在數碼農場裡使用",,"민첩이 오르는 음식
/디지팜에서 사용가능","Futter, das GES erhöht.
/Für die Digifarm."
208,,"Cibo che aumenta notevolmente CAM e ABI.
/Utilizzabile nella DigiFarm","大幅提升友情和才能的食物
／可以在數碼農場裡使用",,"우정과 재능이 크게 오르는 음식
/디지팜에서 사용가능","Futter, das KAM und FÄH deutlich erhöht.
/Für die Digifarm."
209,,"Aumenta le statistiche base di un alleato del 30% per
5 turni e lo avvelena in battaglia.","戰鬥時，5回合內我方單體
基本狀態上升30%，但陷入猛毒狀態",,"배틀 시 5턴 동안 아군 1마리의 기본 스테이터스가
30% 상승하는 대신 맹독에 걸린다.","Erhöht Grundwerte eines Verbündeten für
5 Züge um 30 %, vergiftet ihn im Kampf."
210,,Aumenta la CAM del 100.,友情值上升100,,우정치를 100 상승시킨다.,Erhöht KAM um 100.
211,,"Un raro fumetto scelto con cura da Arata.
Una gemma rara e irresistibile. /Oggetto Valore","新嚴選的稀有漫畫。
愛好者無法抵抗的珍品／換錢道具",,"아라타가 엄선한 레어 코믹스.
마니아라면 배겨내지 못할 일품 /환금 아이템","Ein seltener Comic, von Arata gewählt.
Eine echte Perle. /Geldwert"
212,,"Rimuove gli status anomali da tutti i
membri del gruppo in battaglia e ripristina HP & SP.","解除所有戰鬥成員的異常狀態，
並回復所有HP&SP",,"배틀 멤버 전체의 상태이상을 해제하고
HP와 SP를 완전 회복한다.","Heilt alle Verbündeten von Statusleiden
und stellt TP und SP wieder her."
213,,"Aumenta ATK ed EVA di un alleato del 50% per
5 turni in battaglia.","戰鬥時，5回合內我方單個
數碼寶貝ATK&EVA上升50%",,"배틀 시 5턴 동안 아군 1마리의
공격력과 회피율이 50% 상승한다.","Erhöht ANG u. AWN eines Verbündeten im
Kampf 5 Züge lang um 50 %."
214,,+800.000 ESP per un Digimon.,為一數碼寶貝增加800000EXP,,디지몬 1마리에게 +800000EXP,+800.000 EP für ein Digimon.
215,,"""Sai proprio come prendermi.""
(Yu) /Oggetto di denaro","「就說，你這是...欺負人的新招啊...」
(優)／換錢道具",,"「그러니까… 그거… 신종 괴롭힘이라니까……」
(유우) /환금 아이템","„Du weißt genau, wie man mich
fertigmachen kann.“ (Yu) /Geldwert"
216,,"Tarte tatin fatta in casa di Erika.
Ripristina completamente HP e SP di un alleato.","艾莉卡給的法式塔丁蘋果塔
能恢復我方單體所有HP跟SP",,"에리카로부터 받은 수제 타르트 타탱.
아군 1체의 HP와 SP를 완전 회복한다.","Erikas selbstgebackene Tarte Tatin.
Stellt TP und SP eines Verb. wieder her."
217,,"Bento fatto in casa di Ryuji.
Ripristina completamente HP e SP di un alleato.","龍司給的手工便當
能恢復我方單體所有HP跟SP",,"류지로부터 받은 수제 도시락.
아군 1체의 HP와 SP를 완전 회복한다.","Ryujis selbstzubereitetes Bento.
Stellt TP und SP eines Verb. wieder her."
218,,"Biscotto fatto a mano da Chitose.
Ripristina completamente HP e SP di un alleato.","千歲給的中意餅乾
能恢復我方單體所有HP跟SP",,"치토세로부터 받은 맛있는 사블레.
아군 1체의 HP와 SP를 완전 회복한다.","Chitoses selbstgebackener Keks.
Stellt TP und SP eines Verb. wieder her."
219,,"Torta al cioccolato fatta in casa di Yu.
Ripristina completamente HP e SP di un alleato.","優給的手工巧克力蛋糕
能恢復我方單體所有HP跟SP",,"유우로부터 받은 수제 가토 쇼콜라.
아군 1체의 HP와 SP를 완전 회복한다.","Yus selbstgebackener Schokokuchen.
Stellt TP und SP eines Verb. wieder her."
220,,"Omelette fatta in casa di Yuuko.
Ripristina completamente HP e SP di un alleato.","悠子給的手工蛋包飯
能恢復我方單體所有HP跟SP",,"유코로부터 받은 수제 오믈렛.
아군 1체의 HP와 SP를 완전 회복한다.","Yuukos selbstgekochtes Omelett.
Stellt TP und SP eines Verb. wieder her."
221,,"Warabimochi fatto in casa di Fei.
Ripristina completamente HP e SP di un alleato.","菲給的手工蕨餅
能恢復我方單體所有HP跟SP",,"페이로부터 받은 수제 고사리 모치.
아군 1체의 HP와 SP를 완전 회복한다.","Feis selbstzubereitetes Warabimochi.
Stellt TP und SP eines Verb. wieder her."
222,,"Panino fatto in casa di Date.
Ripristina completamente HP e SP di un alleato.","伊達給的手工紅豆麵包
能恢復我方單體所有HP跟SP",,"다테로부터 받은 수제 팥빵.
아군 1체의 HP와 SP를 완전 회복한다.","Dates selbstgebackenes Brötchen.
Stellt TP und SP eines Verb. wieder her."
223,,"Il latte preferito di Matayoshi.
Ripristina completamente HP e SP di un alleato.","又吉給的中意牛奶
能恢復我方單體所有HP跟SP",,"마타요시로부터 받은 맛있는 우유.
아군 1체의 HP와 SP를 완전 회복한다.","Matayoshis Lieblingsmilch.
Stellt TP und SP eines Verb. wieder her."
224,,"Kuzumochi fatto a mano di Nokia.
Ripristina completamente HP e SP di un alleato.","諾奇雅給的手工葛餅
能恢復我方單體所有HP跟SP",,"노키아로부터 받은 수제 쿠즈모치.
아군 1체의 HP와 SP를 완전 회복한다.","Nokias selbstzubereitetes Kuzumochi.
Stellt TP und SP eines Verb. wieder her."
225,,"Carne di Agumon e Gabumon.
Ripristina completamente HP e SP di un alleato.","亞古獸跟加布獸給的特製肉
能恢復我方單體所有HP跟SP",,"아구몬과 파피몬으로부터 받은 특제 고기.
아군 1체의 HP와 SP를 완전 회복한다.","Fleisch von Agumon und Gabumon.
Stellt TP und SP eines Verb. wieder her."
226,,"Muffin preferito di Arata.
Ripristina completamente HP e SP di un alleato.","新給的中意瑪芬
能恢復我方單體所有HP跟SP",,"아라타로부터 받은 맛있는 머핀.
아군 1체의 HP와 SP를 완전 회복한다.","Aratas Lieblingsmuffin.
Stellt TP und SP eines Verb. wieder her."
