ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
40050,4730,,"Bene, torniamo al lavoro per me.
Ahahaa...","我要回去執行任務了。
呵呵呵……",,"본관은 임무로 돌아가겠습니다.
후후후…","Hoppla, dann mal wieder an die Arbeit.
Hahaha ..."
100,4730,,"[k100]?
Cos'è?",[k100]？　你是指什麼？,,[k100]? 무슨 말이지?,"[k100]?
Was soll das sein?"
101,4730,,"[k120]?
Che cos'è?",[k120]？　你是指什麼？,,[k120]? 무슨 말이지?,"[k120]?
Was soll das sein?"
102,4730,,"[k121]?
Cos'è quello?",[k121]？　你是指什麼？,,[k121]? 무슨 말이지?,"[k121]?
Was soll das sein?"
103,4730,,"[k130]?
Che cos'è?",[k130]？　你是指什麼？,,[k130]? 무슨 말이지?,"[k130]?
Was soll das sein?"
104,4730,,"[k131]?
Cos'è?",[k131]？　你是指什麼？,,[k131]? 무슨 말이지?,"[k131]?
Was soll das sein?"
105,4730,,"[k132]?
Cos'è?",[k132]？　你是指什麼？,,[k132]? 무슨 말이지?,"[k132]?
Was soll das sein?"
106,4730,,"[k133]?
Cos'è?",[k133]？　你是指什麼？,,[k133]? 무슨 말이지?,"[k133]?
Was soll das sein?"
107,4730,,"[k134]?
Che cos'è?",[k134]？　你是指什麼？,,[k134]? 무슨 말이지?,"[k134]?
Was soll das sein?"
108,4730,,"[k150]?
Cos'è?",[k150]？　你是指什麼？,,[k150]? 무슨 말이지?,"[k150]?
Was soll das sein?"
109,4730,,"[k160]?
Che cos'è?",[k160]？　你是指什麼？,,[k160]? 무슨 말이지?,"[k160]?
Was soll das sein?"
110,4730,,"[k161]?
Che cos'è?",[k161]？　你是指什麼？,,[k161]? 무슨 말이지?,"[k161]?
Was soll das sein?"
111,4730,,"[k240]?
Cos'è?",[k240]？　你是指什麼？,,[k240]? 무슨 말이지?,"[k240]?
Was soll das sein?"
112,4730,,"[k300]?
Che cos'è?",[k300]？　你是指什麼？,,[k300]? 무슨 말이지?,"[k300]?
Was soll das sein?"
113,4730,,"Solo gli hacker più egocentrici si farebbero
pubblicità alla polizia per i loro atti criminali.","如果是會寄犯罪預告信給警察的人……
就代表他應該是個自我表現欲很強的駭客吧。",,"경찰에 범행예고를 할 정도의 녀석이라면…
어지간히 자기과시욕이 강한 해커겠지.","Nur ein sehr eingebildeter Hacker würde seine
Straftaten der Polizei unter die Nase reiben."
114,4730,,"[k401]?
Che cos'è?",[k401]？　你是指什麼？,,[k401]? 무슨 말이지?,"[k401]?
Was soll das sein?"
115,4730,,"[k500]?
Che cos'è?",[k500]？　你是指什麼？,,[k500]? 무슨 말이지?,"[k500]?
Was soll das sein?"
116,4730,,"[k800]?
Cos'è?",[k800]？　你是指什麼？,,[k800]? 무슨 말이지?,"[k800]?
Was soll das sein?"
117,4730,,"[k801]?
Che cos'è?",[k801]？　你是指什麼？,,[k801]? 무슨 말이지?,"[k801]?
Was soll das sein?"
118,4730,,"[k802]?
Cos'è?",[k802]？　你是指什麼？,,[k802]? 무슨 말이지?,"[k802]?
Was soll das sein?"
119,4730,,"[k1400]?
Che cos'è?",[k1400]？　你是指什麼？,,[k1400]? 무슨 말이지?,"[k1400]?
Was soll das sein?"
120,4730,,"[k2500]?
Cos'è?",[k2500]？　你是指什麼？,,[k2500]? 무슨 말이지?,"[k2500]?
Was soll das sein?"
121,4730,,"[k2800]?
Cos'è quello?",[k2800]？　你是指什麼？,,[k2800]? 무슨 말이지?,"[k2800]?
Was soll das sein?"
122,4730,,"[k2801]?
Che cos'è?",[k2801]？　你是指什麼？,,[k2801]? 무슨 말이지?,"[k2801]?
Was soll das sein?"
123,4730,,"[k2802]?
Cos'è?",[k2802]？　你是指什麼？,,[k2802]? 무슨 말이지?,"[k2802]?
Was soll das sein?"
124,4730,,"[k3000]?
Cos'è?",[k3000]？　你是指什麼？,,[k3000]? 무슨 말이지?,"[k3000]?
Was soll das sein?"
125,4730,,"[k3100]?
Che cos'è?",[k3100]？　你是指什麼？,,[k3100]? 무슨 말이지?,"[k3100]?
Was soll das sein?"
