ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
12,3009,,"I giovani sono meravigliosi! La frustrazione, i sogni e la speranza che traggono da una società piena di tristezza!","這就是年輕人的力量！
懷抱受社會壓抑而造成的不滿！夢想！還有希望！",,"젊은이는 훌륭합니다…!
꽉 막힌 사회에 의한 욕구 불만! 꿈! 희망!","Junge Leute sind doch etwas Herrliches. Ihre
Frustrationen, Träume und Hoffnungen in einer
bedrückenden Gesellschaft!"
13,3009,,"E più aggiungi pressione di disperazione, più
la sublimi in una vibrante passione!","再施以“絕望”這個壓力，
便可昇華成水靈鮮嫩的熱情！",,"거기에 ""절망""이라는 압력이 가해지면 가해질수록
강렬한 열정으로 승화시킬 수 있는 겁니다…!","Und je mehr Druck man anwendet, desto mehr wird
dieser Elan zu Eifer!"
14,3009,,"Così luminoso! Mi acceca gli occhi!
Hehe... Hehehe...","如此耀眼！如此炫目！
呼呼……呵呵呵呵……",,"눈부시군요! 눈이 멀 것 같군요!
쿠후후… 쿠후후후…","Solch brennender Eifer! Ich bin geblendet!
Hehehehe ..."
15,3009,,"Eheheh... Eheheh...
Bwahahahahaha!!!","呼呼……呵呵呵……
呼——哈——哈——哈——哈—————！！",,"쿠후… 쿠후후…
크아―― 하― 하― 하― 하―――――!!","Hehe ... Hehehe ...
Muahahahahaha!!!"
16,3009,,Uff!,呼……,,…후우,Puh!
17,3009,,"Come stavo? Ho reso bene l'idea del ""cattivo""
poco fa?",我剛剛那樣像個壞人嗎？,,"악역 같은 분위기, 나왔나요?","Wie war ich? Hab ich einen guten Bösewicht
abgegeben?"
18,3008,,"Oohoo! Questo è quello che amo di te, Akemi!",呼呼♪我呀，就喜歡明實小親親這一點★,,"우훗♪ 나, 아케미짱의 그런 점 좋아해♥","Oho! Genau das mag ich so an dir, Akemi!"
19,3008,,"E ora, ci sediamo e aspettiamo che diventino
completamente violenti l'uno con l'altro!","好了，那我們就拭目以待吧。
看那些孩子們會怎麼大鬧特鬧。",,"…그럼
뒷일은 그 애들이 마음껏 날뛰어 주기를 기대하자구","Jetzt lehnen wir uns einfach zurück und warten,
bis sie sich gegenseitig an die Gurgel gehen!"
20,3008,,"Tutto come ho pianificato, ovviamente!",當然逃不出我的手掌心囉★,,"내 손 위에서, 말이야♥",Alles natürlich genau wie geplant!
21,3008,,"Ahaha, ahahaha, ahahahahaha,
BWAHAHAHAHAHAHAHAHAHAAAaaaAAAa!!!","哦呵呵、哦呵呵呵、哦呵呵呵呵呵呵！
哦～呵呵呵呵呵呵呵～～～～！！",,"오호호, 오호호호호, 오호호호호호호
오~호호호호호호호~~~~!!","Hahaha. Hahaha, hahaha,
MUAHAHAHAHA!!!"
