ID,Japanese,English,Chinese,EnglishCensored,Korean,German
658,,Oggetto Chiave 58,貴重品58,,소중한 것 58,Schlüsselitem 58
659,,Oggetto Chiave 59,貴重品59,,소중한 것 59,Schlüsselitem 59
660,,Oggetto chiave 60,貴重品60,,소중한 것 60,Schlüsselitem 60
661,,Oggetto Chiave 61,貴重品61,,소중한 것 61,Schlüsselitem 61
662,,Oggetto chiave 62,貴重品62,,소중한 것 62,Schlüsselitem 62
663,,Oggetto Chiave 63,貴重品63,,소중한 것 63,Schlüsselitem 63
664,,Oggetto Chiave 64,貴重品64,,소중한 것 64,Schlüsselitem 64
665,,Oggetto Chiave 65,貴重品65,,소중한 것 65,Schlüsselitem 65
666,,Oggetto Chiave 66,貴重品66,,소중한 것 66,Schlüsselitem 66
667,,Oggetto Chiave 67,貴重品67,,소중한 것 67,Schlüsselitem 67
668,,Oggetto Chiave 68,貴重品68,,소중한 것 68,Schlüsselitem 68
669,,Oggetto Chiave 69,貴重品69,,소중한 것 69,Schlüsselitem 69
670,,Fazzoletto Pubblicitario,附有傳單的面紙,,광고가 들어간 포켓 티슈,Werbe-Taschentücher
671,,L'autografo di Jimiken,吉米肯的親筆簽名,,지미켄의 친필 사인,Jimikens Autogramm
672,,Biglietto di Mirei,米蕾的特製票券,,미레이의 특제 티켓,Mireis Karte
673,,Oggetto Chiave 73,貴重品73,,소중한 것 73,Schlüsselitem 73
674,,Oggetto chiave 74,貴重品74,,소중한 것 74,Schlüsselitem 74
675,,Oggetto Chiave 75,貴重品75,,소중한 것 75,Schlüsselitem 75
676,,Oggetto chiave 76,貴重品76,,소중한 것 76,Schlüsselitem 76
677,,Oggetto Chiave 77,貴重品77,,소중한 것 77,Schlüsselitem 77
678,,Oggetto Chiave 78,貴重品78,,소중한 것 78,Schlüsselitem 78
679,,Oggetto Chiave 79,貴重品79,,소중한 것 79,Schlüsselitem 79
680,,Oggetto chiave 80,貴重品80,,소중한 것 80,Schlüsselitem 80
