ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
800,3028,,"È un giorno per la Vittoria! ...Anche se strano.
Le cose si mettono piuttosto male qui a Tokyo...","東京的情況好像變得很糟糕，
不過我今天也要Victory！！！",,"왠지 도쿄에 큰일이 났지만
오늘도 우치다는 빅토리―!!!","Ein v-v-verrückter Tag heute!
Das sieht gar nicht gut aus hier in Tokio ..."
801,3028,,"Ma è in momenti come questo che lo spirito è più importante che mai!
Quindi prendi questo!","像這種時候一定得打起精神才行呢！
來！收下這個吧！",,"이런 때야말로 기운을 내야지!
자! 이걸 받아 줘!","Umso wichtiger, dass man positiv bleibt!
Also nimm das hier!"
850,3028,,"Io, Uchida, aspetterò sempre di sfidarti!
V-I-T-T-O-R-I-A!","我隨時歡迎你來挑戰！
Victory～～～～！！！",,"우치다는 언제든지 너의 도전을 기다리고 있어!
빅토리――――!!!","Ich, Uchida, bin immer bereit, dich auf die Probe
zu stellen! Schau nach dem „V“!"
900,3028,,"(Ehi, sono io, Victory Uchida!)",（喲，我是維克托里‧內田哦。）,,"(안녕, 빅토리 우치다야)","(He, ich bin’s, Viktor Uchida!)"
901,3028,,"(Grazie per avermi trovato!
Questo è per te.)",（謝謝你找到我，這個給你。）,,"(우치다를 찾아내 줘서 고마워
이걸 줄게)","(Danke, dass du mich gefunden hast!
Das hier ist für dich.)"
950,3028,,(Devi fare silenzio in un ospedale!),（在醫院裡必須保持安靜才行呢。）,,(디지몬에게 습격받지 않도록 조용히 해야지),(Im Krankenhaus muss man leise sein!)
1000,3028,,Saluto vittorioso!!!,Victory Hello！！！！,,빅토리 헬로!!!!,Vertraute Grüße!!!
1001,3028,,Donazione vittoriosa!!!,Victory Gift！！！！！！,,빅토리 기프트!!!!!!,Verzückende Geschenke!!!
1050,3028,,Vittorioso se ne va!!!,Victory Goodbye！！！！,,빅토리 굿바이!!!!,Versonnene Verabschiedung!!!
1100,3028,,Il regalo di oggi è la mia character song.,今天的禮物是我的角色歌曲！,,오늘 선물은 우치다의 캐릭터 송이야,Das heutige Geschenk ist mein Titelsong.
1101,3028,,"Veevee! Veeevee! Vit-to-riaaa U-chi-daaa!!!
Dadada! dadadadaaa!
Veevee, Vittoria! U! Chi! Da!!!","VV♪V～V♪維克托里～♪內田～♪
Papapaya♪Papaya～♪
維維、維克托里 ～♪♪內↓～田↑～♪",,"브이브이♪ 브~이브이♪ 빅토리~♪ 우치다~♪
파파파얏♪ 팟파야~♪
비빅, 빅토리~♪♪ 우↑~ 치↓~ 다↑~♪","Vauvau! Vauvau! Viiiktooor U-chi-daaa!
Dadada! dadadadaaa!
Vertrau auf das „V“, U-chi-da!!!"
1150,3028,,"Vee, vee! Victory Uchidaaa!!!",維維～♪維克托里～‧內田～♪,,비빅~♪ 빅토리~ 우치다~♪,"Vau, vau! Viktor Uchidaaa!!!"
1200,3028,,"Sono io, Victory Uchida!
Grazie per avermi trovato! V-V-V!","我是維克托里‧內田哦！
謝謝你找到我！VV！",,"빅토리 우치다야!
찾아내 줘서 고마워! 브이브이!","Ich bin’s, Viktor Uchida!
Danke, dass du mich gefunden hast!
Schau nach dem „V“!"
1201,3028,,Ed ecco il tuo premio per avermi trovato!,找到我的獎勵是這個！,,우치다를 찾아낸 보상은 이거야!,Und hier ist dein Preis dafür!
1250,3028,,"Con tutti i cosplayer in giro per Akihabara,
posso semplicemente confondermi con lo sfondo. Vittoria!","既然秋葉原有角色扮演者在，
那我也能跟背景融為一體呢！Victory！",,"아키하바라에는 코스플레이어도 있으니까
우치다도 배경에 녹아들 수 있겠지! 빅토리―!","Bei den ganzen Cosplayern in Akihabara falle ich
gar nicht auf. Gewusst vie!"
1300,3028,,Grazie per avermi trovato!,謝謝你找到我！！,,우치다를 찾아내 줘서 고마워!!,"Danke, dass du mich gefunden hast!"
1301,3028,,Regalo per la vittoria!!,Victory Presents！！,,빅토리 선물!!,Ein veredeltes Geschenk!
1350,3028,,"La prossima volta non sarò così facile da scovare!
Vittoria cliamticaaaaa!!!","你下一次可不會那麼輕易就找到我囉！
Climax Victory！！",,"다음 번에는 그렇게 간단히 들키지 않을 거야!
클라이맥스 빅토리이이이―!!","Nächstes Mal mach ich’s dir nicht so leicht!
V-V-Vertrackt!"
1400,3028,,"Finalmente, hai trovato la mia forma finale...",你終於找到最後一個我了呢……,,결국 마지막 우치다를 찾아내 버렸네…,"Endlich hast du meine endgültige Gestalt
gefunden ..."
1401,3028,,"Questo è l'ultimo regalo che ho per te.
Prendilo.","這是最後一次
我能夠送你禮物的機會了……　收下吧。",,"우치다가 너에게 선물을 주는 건
이게 마지막이야… 받아 줘","Das ist mein letztes Geschenk an dich.
Nimm es dir."
1450,3028,,"Prima che tu vada, lascia che la tua voce si alzi con la mia...
V-V-V...VITTORIIIIIIA!!!!!!","最後跟我一起高聲吶喊吧！
VVVVictory————！！！",,"마지막은, 함께 힘껏 외치자
비비비… 빅토리이이이이이이이――――!!!","Sag es noch ein letztes Mal mit mir, bevor du
gehst ...
SEI SCHLAU, SCHAU AUF DAS „V“!!!"
