ID,Japanese,English,Chinese,EnglishCensored,Korean,German
2021,"","Shinjuku Station Square","新宿 站前廣場","","신주쿠역 광장","Shinjuku: Bahnhofsplatz"
2022,"","Shinjuku Downtown","新宿 繁華街","","신주쿠 번화가","Shinjuku: Innenstadt"
2030,"","Shibuya","涉谷","","시부야","Shibuya"
2031,"","Shibuya Scramble Intersection","涉谷 站前十字路口","","시부야 스크램블 교차점","Shibuya: Kreuzung"
2032,"","Shibuya Tower Records Entrance","涉谷 淘兒唱片前","Shibuya Records Entrance","시부야 타워레코드 앞","Shibuya Records: Eingang"
2033,"","Inside Tower Records","淘兒唱片店內","Inside Shibuya Records","타워레코드 점내","Shibuya Records – Innenbereich"
2040,"","Akihabara","秋葉原","","아키하바라","Akihabara"
2041,"","Akihabara Electric Town","秋葉原 電氣街大道","","아키하바라 전자상가 큰길","Akihabara: Elektrostadt"
2050,"","Asakusa","淺草","","아사쿠사","Asakusa"
2051,"","In Front of Asakusa Gate","淺草 大門前","","아사쿠사 다이몬 앞","Vor dem Asakusa-Tor"
2060,"","Ueno","上野","","우에노","Ueno"
2061,"","Ueno Museum Park","上野 博物館公園","","우에노 박물관 공원","Ueno: Museumspark"
2062,"","Ueno Museum Entrance","上野 博物館前","","우에노 박물관 앞","Ueno: Museumseingang"
2070,"","Toyosu Condos","豐洲集合大廈","","토요스 집합 맨션","Toyosu: Eigentumswohnungen"
2080,"","Tokyo Metropolitan Office","東京新都廳","","도쿄 신 도청","Tokio: Metropolitan-Gebäude"
2090,"","Another Shinjuku","另一個新宿","","또 하나의 신주쿠","Ein anderes Shinjuku"
3000,"","Kowloon","Kowloon","","쿠롱","Kowloon"
3010,"","Kowloon Lv. 1","Kowloon Lv. 1","","쿠롱 Lv.1","Kowloon: Ebene 1"
3020,"","Kowloon Lv. 2","Kowloon Lv. 2","","쿠롱 Lv.2","Kowloon: Ebene 2"
3030,"","Kowloon Lv. 3","Kowloon Lv. 3","","쿠롱 Lv.3","Kowloon: Ebene 3"
3040,"","Kowloon Lv. 4","Kowloon Lv. 4","","쿠롱 Lv.4","Kowloon: Ebene 4"
3050,"","Kowloon Lv. 5","Kowloon Lv. 5","","쿠롱 Lv.5","Kowloon: Ebene 5"
3051,"","Digital Wave Interchange","數碼波交流點","","디지털웨이브 교류점","Digitalwellenknotenpunkt"
3060,"","Beginning in EDEN","EDEN的起源","","시작의 EDEN ","Anfang in EDEN"
4000,"","Shinjuku???","新宿？？？","","신주쿠 ???","Shinjuku???"
4010,"","Asakusa???","淺草？？？","","아사쿠사 ???","Asakusa???"
4020,"","Shinjuku: Digital Shift","新宿-Digital Shift","","신주쿠 - 디지털 시프트","Shinjuku (Digit. Verschiebung)"
4030,"","Shibuya: Digital Shift","涉谷-Digital Shift","","시부야 - 디지털 시프트","Shibuya (Digit. Verschiebung)"
4040,"","Ueno: Digital Shift","上野-Digital Shift","","우에노 - 디지털 시프트","Ueno (Digitale Verschiebung)"
4050,"","Asakusa: Digital Shift","淺草-Digital Shift","","아사쿠사 - 디지털 시프트","Asakusa (Digit. Verschiebung)"
4060,"","Akihabara: Digital Shift","秋葉原-Digital Shift","","아키하바라 - 디지털 시프트","Akihabara (Digit. Verschiebung)"
5000,"","Odaiba Bay","御台場 灣岸線","","오다이바 완간센","Odaiba-Bucht"
5010,"","Nakano Underpass","中野地下道","","나카노 지하도 입구","Nakano-Unterführung"
5011,"","Roppongi Underground Lab","六本木地下研究設施","","롯폰기 지하 연구 시설","Roppongi – Unterird. Labor"
5020,"","Valhalla Server","瓦爾哈拉伺服器","","발할라 서버","Walhalla-Server"
5021,"","Under Zero","Under Zero","","언더 제로","Unter Null"
5030,"","Avalon Server","阿瓦隆伺服器","","아발론 서버","Avalon-Server"
5040,"","Makoto Yamashina's Memory","山科誠的記憶","","야마시나 마코토의 기억","M. Yamashinas Erinnerungen"
5050,"","???","？？？","","???","???"
5060,"","Digital World","數碼世界","","디지털 월드","Digitale Welt"
5070,"","King Drasil Core","世界樹處理器","","위그드라실 코어","König Drasils Kern"
5080,"","Path to the Spirit World","通往精神世界之路","","정신세계로의 길","Weg zur Geisterwelt"
6000,"","Digital Space 01","數碼空間01","","디지털 스페이스 01","Digitalraum 01"
6010,"","Digital Space 02","數碼空間02","","디지털 스페이스 02","Digitalraum 02"
6020,"","Digital Space 03","數碼空間03","","디지털 스페이스 03","Digitalraum 03"
6030,"","Digital Space 04","數碼空間04","","디지털 스페이스 04","Digitalraum 04"
6040,"","Digital Space 05","數碼空間05","","디지털 스페이스 05","Digitalraum 05"
6050,"","Digital Space 06","數碼空間06","","디지털 스페이스 06","Digitalraum 06"
6060,"","Digital Space 07","數碼空間07","","디지털 스페이스 07","Digitalraum 07"
6070,"","Digital Space 08","數碼空間08","","디지털 스페이스 08","Digitalraum 08"
6080,"","Digital Space 09","數碼空間09","","디지털 스페이스 09","Digitalraum 09"
6090,"","Digital Space 10","數碼空間10","","디지털 스페이스 10","Digitalraum 10"
6100,"","Digital Space 11","數碼空間11","","디지털 스페이스 11","Digitalraum 11"
6110,"","Digital Space 12","數碼空間12","","디지털 스페이스 12","Digitalraum 12"
7000,"","Digital Line","數碼線","","디지털 라인","Digitale Leitung"
7010,"","Digital Network I","數碼網路世界Ⅰ","","디지털 네트워크Ⅰ","Digitales Netzwerk I"
7020,"","Digital Network II","數碼網路世界Ⅱ","","디지털 네트워크Ⅱ","Digitales Netzwerk II"
7030,"","Digital Network III","數碼網路世界Ⅲ","","디지털 네트워크Ⅲ","Digitales Netzwerk III"
7040,"","Digital Network IV","數碼網路世界Ⅳ","","디지털 네트워크Ⅳ","Digitales Netzwerk IV"
7050,"","Digital Network V","數碼網路世界Ⅴ","","디지털 네트워크Ⅴ","Digitales Netzwerk V"
7060,"","Digital Network VI","數碼網路世界Ⅵ","","디지털 네트워크Ⅵ","Digitales Netzwerk VI"
7070,"","Digital Network VII","數碼網路世界Ⅶ","","디지털 네트워크Ⅶ","Digitales Netzwerk VII"
7080,"","Digital Network VIII","數碼網路世界Ⅷ","","디지털 네트워크Ⅷ","Digitales Netzwerk VIII"
7090,"","Digital Network IX","數碼網路世界Ⅸ","","디지털 네트워크Ⅸ","Digitales Netzwerk IX"
7100,"","Digital Network X","數碼網路世界Ⅹ","","디지털 네트워크Ⅹ","Digitales Netzwerk X"
7110,"","Digital Network XI","數碼網路世界11","","디지털 네트워크11","Digitales Netzwerk XI"
7120,"","Digital Network XII","數碼網路世界12","","디지털 네트워크12","Digitales Netzwerk XII"
7130,"","Ad Hoc Colosseum","ad Hoc競技場","","애드혹 콜로세움","Sofort-Kolosseum"
7140,"","Online Colosseum","線上競技場","","온라인 콜로세움","Online-Kolosseum"
10000,"","Ikebukuro","池袋","","이케부쿠로","Ikebukuro"
10010,"","Digital Space 13","數碼空間13","","디지털 스페이스 13","Digitalraum 13"
10020,"","Digital Space 14","數碼空間14","","디지털 스페이스 14","Digitalraum 14"
10030,"","Digital Space 15","數碼空間15","","디지털 스페이스 15","Digitalraum 15"
10040,"","Digital Space 16","數碼空間16","","디지털 스페이스 16","Digitalraum 16"
10050,"","Digital Space 17","數碼空間17","","디지털 스페이스 17","Digitalraum 17"
10060,"","Digital Space 18","數碼空間18","","디지털 스페이스 18","Digitalraum 18"
10070,"","Digital Space 19","數碼空間19","","디지털 스페이스 19","Digitalraum 19"
10080,"","Digital Space 20","數碼空間20","","디지털 스페이스 20","Digitalraum 20"
10090,"","Digital Space 21","數碼空間21","","디지털 스페이스 21","Digitalraum 21"
10100,"","Digital Space 22","數碼空間22","","디지털 스페이스 22","Digitalraum 22"
10210,"","Hosaka's Server","保坂的伺服器","","호사카 서버","Hosakas Server"
10220,"","Hacker Forum","駭客討論區","","해커 포럼","Hackerforum"
10230,"","Power Plant Server","發電廠伺服器","","발전소 서버","Server des Kraftwerks"
10240,"","Financial Institution Server","金融企業伺服器","","금융기업 서버","Server des Finanzinstituts"
10250,"","Cyber Crimes Investigation Unit Server","電腦犯罪搜查課伺服器","","전뇌범죄수사과 서버","Server der Ermittlungseinheit"
10260,"","Ikebukuro: Digital Shift","池袋－Digital Shift","","이케부쿠로 - 디지털 시프트","Ikebukuro (Dig. Verschiebung)"
10270,"","Eater EDEN","記憶伺服器","","이터 EDEN","Verschlinger-EDEN"
10280,"","Memory Server","侵食EDEN","","기억 서버","Erinnerungsserver"
10290,"","Eater Network","侵食網路","","이터 네트워크","Verschlinger-Netzwerk"
10300,"","K's Server","K的伺服器","","K의 서버","Ks Server"
10310,"","Under Kowloon","Under Kowloon","","언더 쿠롱","Unter Kowloon"
10320,"","Abyss Server","深淵伺服器","","어비스 서버","Abyss-Server"
